,Name,Team,BYE,Pos,ADP,FantasyPros,Sleeper ADP,SleepvFP,Landmine,Round,Pick
,Mark Andrews,BAL,7,TE,70,81,73,-0.10,6.2,7,73
,Kaleb Johnson,PIT,5,RB,71,77,74,-0.04,6.0,,74
,Chris Olave,NO,11,WR,76,69,75,0.09,5.8,,75
,Jerry Jeudy,CLE,9,WR,83,75,76,0.01,6.2,,76
,Bo Nix,DEN,12,QB,69,73,77,0.05,5.5,,77
,Quinshon Judkins,CLE,9,RB,131,134,78,-0.42,10.0,,78
,Rome Odunze,CHI,5,WR,75,71,79,0.11,5.5,,79
,Tyrone Tracy,NYG,14,RB,72,74,80,0.08,5.4,,80
,Deebo Samuel,WAS,12,WR,85,89,81,-0.09,6.5,,81
,Brian Robinson,SF,14,RB,123,130,82,-0.37,9.6,,82
,Jakobi Meyers,LV,8,WR,87,85,83,-0.02,6.2,,83
,Evan Engram,DEN,12,TE,88,90,84,-0.07,6.4,,84
,Travis Etienne,JAC,8,RB,93,88,85,-0.03,6.4,8,85
,Jordan Addison,MIN,6,WR,97,91,86,-0.05,6.6,,86
,Jaylen Warren,PIT,5,RB,80,79,87,0.10,5.4,,87
,Ricky Pearsall,SF,14,WR,74,76,88,0.16,5.0,,88
,Cooper Kupp,SEA,8,WR,104,113,89,-0.21,7.6,,89
,Stefon Diggs,NE,14,WR,86,83,90,0.08,5.6,,90
,Matthew Golden,GB,5,WR,92,96,91,-0.05,6.2,,91
,David Njoku,CLE,9,TE,89,86,92,0.07,5.6,,92
,Tyler Warren,IND,11,TE,91,100,93,-0.07,6.2,,93
,Kyler Murray,ARI,8,QB,94,82,94,0.15,5.5,,94
,Emeka Egbuka,TB,9,WR,77,78,95,0.22,4.6,,95
,Khalil Shakir,BUF,7,WR,112,103,96,-0.07,6.9,,96
,Cam Skattebo,NYG,14,RB,109,117,97,-0.17,7.3,9,97
,Jared Goff,DET,8,QB,116,108,98,-0.09,7.1,,98
,Jordan Mason,MIN,6,RB,79,87,99,0.14,4.7,,99
,Chris Godwin,TB,9,WR,121,112,100,-0.11,7.3,,100
,Javonte Williams,DAL,10,RB,102,97,101,0.04,5.9,,101
,Zach Charbonnet,SEA,8,RB,95,92,102,0.11,5.3,,102
,J.K. Dobbins,DEN,12,RB,96,105,103,-0.02,5.8,,103
,Tucker Kraft,GB,5,TE,84,98,104,0.06,5.0,,104
,Jayden Reed,GB,5,WR,113,104,105,0.01,6.3,,105
,Jauan Jennings,SF,14,WR,101,95,106,0.12,5.4,,106
,Justin Herbert,LAC,12,QB,106,99,107,0.08,5.6,,107
,Colston Loveland,CHI,5,TE,122,126,108,-0.14,7.3,,108
,Brock Purdy,SF,14,QB,82,93,109,0.17,4.3,10,109
,Michael Pittman,IND,11,WR,115,109,110,0.01,6.2,,110
,Dak Prescott,DAL,10,QB,90,84,111,0.32,4.1,,111
,Josh Downs,IND,11,WR,120,107,112,0.05,6.1,,112
,Keon Coleman,BUF,7,WR,127,121,113,-0.07,6.9,,113
,Jayden Higgins,HOU,6,WR,147,154,114,-0.26,8.9,,114
,Rhamondre Stevenson,NE,14,RB,107,111,115,0.04,5.5,,115
,Tank Bigsby,JAC,8,RB,99,110,116,0.05,5.1,,116
,Austin Ekeler,WAS,12,RB,119,116,117,0.01,6.0,,117
,Najee Harris,LAC,12,RB,141,133,118,-0.11,7.5,,118
,Kyle Pitts,ATL,5,TE,138,139,119,-0.14,7.6,,119
,Dalton Kincaid,BUF,7,TE,125,122,120,-0.02,6.3,,120
,Brandon Aiyuk,SF,14,WR,143,131,121,-0.08,7.3,11,121
,C.J. Stroud,HOU,6,QB,140,119,122,0.03,6.6,,122
,Nick Chubb,HOU,6,RB,126,141,123,-0.13,6.8,,123
,Rashid Shaheed,NO,11,WR,130,127,124,-0.02,6.4,,124
,Darnell Mooney,ATL,5,WR,148,123,125,0.02,6.8,,125
,Caleb Williams,CHI,5,QB,118,101,126,0.25,4.7,,126
,Jaydon Blue,DAL,10,RB,149,138,127,-0.08,7.3,,127
,Drake Maye,NE,14,QB,114,102,128,0.25,4.4,,128
,Jacory Croskey-Merritt,WAS,12,RB,98,106,130,0.23,3.8,,129
,Jonnu Smith,PIT,5,TE,176,157,133,-0.15,8.7,,130
,Jake Ferguson,DAL,10,TE,117,118,135,0.14,4.6,,131
,Braelon Allen,NYJ,9,RB,100,124,136,0.10,4.1,,132
,Tyjae Spears,TEN,10,RB,156,137,137,0.00,6.8,12,133
,Marvin Mims,DEN,12,WR,157,145,139,-0.04,7.0,,134
,Trey Benson,ARI,8,RB,146,132,140,0.06,5.9,,135
,Keenan Allen,LAC,12,WR,139,159,141,-0.11,6.6,,136
,Justin Fields,NYJ,9,QB,110,94,143,0.52,2.7,,137
,Rachaad White,TB,9,RB,144,128,145,0.13,5.3,,138
,Luther Burden,CHI,5,WR,170,146,146,0.00,7.0,,139
,Dallas Goedert,PHI,9,TE,128,125,148,0.18,4.3,,140
,Jordan Love,GB,5,QB,129,114,150,0.32,3.7,,141
,Christian Kirk,HOU,6,WR,152,135,151,0.12,5.4,,142
,Tre' Harris,LAC,12,WR,186,169,153,-0.09,8.0,,143
,J.J. McCarthy,MIN,6,QB,145,120,154,0.28,4.3,,144
,Ray Davis,BUF,7,RB,150,136,155,0.14,5.0,13,145
,Rashod Bateman,BAL,7,WR,151,140,157,0.12,5.1,,146
,Bhayshul Tuten,JAC,8,RB,133,144,162,0.13,4.1,,147
,Jerome Ford,CLE,9,RB,142,151,163,0.08,4.7,,148
,Tyler Allgeier,ATL,5,RB,161,143,164,0.15,5.0,,149
,Zach Ertz,WAS,12,TE,163,153,165,0.08,5.4,,150
,Dylan Sampson,CLE,9,RB,136,150,167,0.11,4.1,,151
,Joshua Palmer,BUF,7,WR,166,166,168,0.01,5.8,,152
,Trevor Lawrence,JAC,8,QB,164,115,169,0.47,3.6,,153
,Adam Thielen,MIN,6,WR,171,164,170,0.04,5.8,,154
,Cam Ward,TEN,10,QB,185,168,171,0.02,6.4,,155
,Kyle Williams,NE,14,WR,196,165,172,0.04,6.7,,156
,Hunter Henry,NE,14,TE,153,147,173,0.18,4.2,14,157
,Isaac Guerendo,SF,14,RB,184,171,174,0.02,6.3,,158
,Rico Dowdle,CAR,14,RB,181,162,175,0.08,5.7,,159
,Ollie Gordon,MIA,12,RB,160,174,176,0.01,5.3,,160
,Kareem Hunt,KC,10,RB,190,197,182,-0.08,6.9,,161
,Michael Penix,ATL,5,QB,177,152,185,0.22,4.4,,162
,Cedric Tillman,CLE,9,WR,173,148,187,0.26,3.9,,163
,Isaiah Likely,BAL,7,TE,263,178,188,0.06,8.6,,164
,Woody Marks,HOU,6,RB,178,179,190,0.06,5.1,,165
,Marquise Brown,KC,10,WR,192,160,192,0.20,4.7,,166
,Will Shipley,PHI,9,RB,183,188,193,0.03,5.4,,167
,Brenton Strange,JAC,8,TE,193,167,194,0.16,4.9,,168
,Chig Okonkwo,TEN,10,TE,194,176,195,0.11,5.2,15,169
,Xavier Legette,CAR,14,WR,206,170,196,0.15,5.4,,170
,DeMario Douglas,NE,14,WR,191,163,197,0.21,4.4,,171
,Jaylen Wright,MIA,12,RB,203,173,198,0.14,5.2,,172
,Mason Taylor,NYJ,9,TE,200,189,199,0.05,5.6,,173
,Blake Corum,LAR,8,RB,207,180,200,0.11,5.5,,174
,Jack Bech,LV,8,WR,272,205,201,-0.02,9.0,,175
,Tua Tagovailoa,MIA,12,QB,212,142,206,0.45,3.7,,176
,Keaton Mitchell,BAL,7,RB,247,206,207,0.00,7.6,,177
,Elic Ayomanor,TEN,10,WR,229,200,208,0.04,6.5,,178
,Matthew Stafford,LAR,8,QB,197,156,209,0.34,3.4,,179
,Wan'Dale Robinson,NYG,14,WR,189,161,210,0.30,3.2,,180
,Bryce Young,CAR,14,QB,182,149,211,0.42,2.4,16,181
,DeAndre Hopkins,BAL,7,WR,218,185,212,0.15,5.2,,182
,Romeo Doubs,GB,5,WR,202,158,213,0.35,3.4,,183
,Elijah Arroyo,SEA,8,TE,221,212,215,0.01,6.1,,184
,Pat Freiermuth,PIT,5,TE,232,184,216,0.17,5.4,,185
,Jalen McMillan,TB,9,WR,265,220,217,-0.01,8.0,,186
,Kyle Monangai,CHI,5,RB,219,186,218,0.17,4.8,,187
,DJ Giddens,IND,11,RB,237,191,219,0.15,5.6,,188
,Roschon Johnson,CHI,5,RB,240,175,220,0.26,5.0,,189
,Pat Bryant,DEN,12,WR,216,199,221,0.11,4.9,,190
,Mike Gesicki,CIN,10,TE,241,183,222,0.21,5.2,,191
,Justice Hill,BAL,7,RB,279,193,223,0.16,7.0,,192
,Tory Horton,SEA,8,WR,249,225,227,0.01,6.8,17,193
,Aaron Rodgers,PIT,5,QB,217,192,230,0.2,4.0,,194
,Tahj Brooks,CIN,10,RB,277,215,231,0.07,7.2,,195
,Sam Darnold,SEA,8,QB,225,172,234,0.36,3.2,,196
,Cade Otton,TB,9,TE,248,182,236,0.30,4.3,,197
,Tyler Lockett,TEN,10,WR,264,218,238,0.09,6.2,,198
,Geno Smith,LV,8,QB,180,155,240,0.55,0.2,,199
,Miles Sanders,DAL,10,RB,261,217,242,0.12,5.8,,200
,Kendre Miller,NO,11,RB,254,198,246,0.24,4.4,,201
,Quentin Johnston,LAC,12,WR,227,177,247,0.40,2.4,,202
,Brashard Smith,KC,10,RB,275,219,248,0.13,5.9,,203
,Anthony Richardson,IND,11,QB,258,214,250,0.17,4.9,,204
,Alec Pierce,IND,11,WR,246,190,251,0.32,3.4,18,205
,Dalton Schultz,HOU,6,TE,283,204,252,0.24,5.3,,206
,Adonai Mitchell,IND,11,WR,251,202,253,0.25,3.9,,207
,Dyami Brown,JAC,8,WR,280,222,254,0.14,5.8,,209
,Jalen Coker,CAR,14,WR,222,181,256,0.41,1.6,,210
,Michael Wilson,ARI,8,WR,281,196,257,0.31,4.5,,211
,Jaylin Noel,HOU,6,WR,271,209,258,0.23,4.6,,212
,Devin Neal,NO,11,RB,291,221,259,0.17,5.8,,213
,MarShawn Lloyd,GB,5,RB,270,201,260,0.29,4.0,,214
,Jarquez Hunter,LAR,8,RB,262,207,261,0.26,3.9,,215
,Ja'Tavion Sanders,CAR,14,TE,267,208,266,0.28,3.7,,216
,Andrei Iosivas,CIN,10,WR,235,210,268,0.28,2.4,,217
,Darius Slayton,NYG,14,WR,257,203,270,0.33,2.8,,218
,Russell Wilson,NYG,14,QB,268,216,274,0.27,3.4,,219
,Juwan Johnson,NO,11,TE,282,211,287,0.36,2.8,,220
,Calvin Austin,PIT,5,WR,284,213,288,0.35,2.8,,221
,Daniel Jones,IND,11,QB,273,194,289,0.49,1.6,,222
,Dontayvion Wicks,GB,5,WR,324,223,300,0.35,3.9,,223
